gene	EPI_E5	PE_E5	EPI_E6	PE_E6	EPI_E7	PE_E7
SNORA28	3.2	0.7	4.8	5.7	4.5	3.4
TUBGCP5	5.6	3.9	3.3	5.1	3.6	3.9
HID1	0.2	0.1	0.8	0.9	0.9	0.8
C9orf16	55	46.1	55.1	37.2	58.5	54.8
GSR	8.4	8.4	9.2	9.5	11.3	10.9
PHKA2	2.6	2.4	3.1	3.2	2.2	2.1
NME9	1	0.6	1.4	0.7	0.4	0.7
STAC	1.2	0.6	0.3	0.8	0.3	0.3
SNORD81	62.9	60.9	79.1	61.8	69.6	77.7
NIPSNAP3A	3.5	5.9	5.2	3.6	5.3	4.8
PATL2	0.4	0.2	0.3	0	0	0
MTX1	19.6	20.6	18.3	20	20.7	23.1
FAM204A	11.7	15.2	13.9	16.7	13.4	15.6
CABLES2	0.4	0.2	0.3	0.4	0.5	0.9
GPR78	0	0	0.2	0.8	3.4	4.4
TRA2A	81.5	98.1	96.7	144.2	85.3	95.9
DOK4	2.9	3.7	7.1	7.8	6	6
LHX4-AS1	0.3	0.2	0.7	0.4	0.4	0.4
PICK1	4.3	2.5	3.2	1.8	2.3	2.5
MTFR2	25.6	31.7	17.7	22.9	17.1	15.7
P4HA2-AS1	0.9	0.4	0.2	0.2	0.2	0.5
MROH1	6.9	5.7	5.5	3.9	5.6	5.3
DYNC1LI1	27.7	24.8	25.6	33.1	31.5	37.5
NAA35	14.8	14.8	18.1	19.1	17.3	16.9
LOC100507377	2	2.2	1	2.2	1.9	2.8
SNORD110	22.4	18.1	12.7	10.5	18.4	13.5
SLC13A4	0.3	0.3	0.6	1.7	11	10.9
C1orf53	3.3	3.1	2.5	3.2	1.9	2.2
ZBTB2	15.1	15	14.5	11	11.5	10.4
THRIL	1.1	0.6	1.4	2.9	1.5	1.3
CROT	0.4	0.8	0.5	0.9	1.7	1.4
LOC728554	8.3	8.8	9.2	7.6	7.8	7
ACOT2	1.5	1.4	1.5	3	3.4	4.1
PBDC1	96	91.3	86	112.7	70.8	81.3
SELK	128.3	130.2	123.9	154	219.6	225.6
SLC48A1	3	2.9	2.9	2.2	1.2	1.2
PWARSN	22	19	15.9	11.7	18.1	18.2
ACTR5	9.2	8.7	10.1	9.4	9	8.5
EIF2S1	80.6	100.2	87.5	128.6	88.7	86
MFAP1	42	47.8	41.1	47.9	62.5	59.6
PUSL1	49.7	47.2	63.3	43.5	51.4	53.2
IGFBPL1	0.9	0.4	1	1.1	1.2	0.8
ZNF346	7.2	6.2	7	8.8	7.3	7.7
TIPRL	57.7	62.4	53.5	41.4	48.2	37.7
DCAF13P3	1.8	2.6	2.5	4	4	3.9
MDM2	24.3	27.2	15.1	18.1	33.5	30.9
ERMP1	1.9	1.4	3	3.9	2.8	1.9
RPL22L1	76.7	78.5	62.6	51.8	56.9	52.2
PPP1R3D	0	0.1	0.8	0.2	0.4	0.2
C5orf22	13.8	15.3	10.4	14.7	13.5	11.3
TRAPPC2	4	5.2	8.5	11.6	7.2	6.9
PDS5B	9.5	8.6	12.9	11.3	7.9	6.8
VAC14	11.5	12.9	16.4	9.3	9.9	10.4
JOSD2	10.7	8.3	9.9	6.7	27.3	31.1
C9orf43	0.5	0.3	0.2	0.4	0.6	0.2
PI4KAP1	6	4.1	5.3	4.8	4.6	7.6
BAG1	14.7	12.9	15.8	13.9	14.4	19.1
UHMK1	18.1	17.7	9.9	10	7.6	10.1
C2CD3	2.2	2	1.9	1.2	1.8	2.5
TNKS2-AS1	0.3	0.4	0	0.2	0.1	0.3
RNU86	65.6	59.3	73.4	55.9	83.2	89.4
PTTG2	4.9	4.9	3.1	3.6	4	2.5
ST3GAL4-AS1	2.1	1.3	1.8	3.5	3.7	4.7
EID3	3.9	4.6	3.4	3.9	3.8	4
FYTTD1	9.1	9.2	4.5	7.1	3.1	3.8
PDCD6	216.1	215.8	211	214.4	193.8	165.4
TRAF7	21.9	21.4	28.9	22.1	24.4	25.9
DPM1	106.9	123.6	104.1	142.7	132	144.3
LMAN2	221.1	219.9	201.4	176.3	178.5	187.8
ZNRD1	82.3	71.3	78.4	58.1	62.5	54.5
CDKN2AIPNL	27.3	32.4	25.3	22.6	13.5	13.4
CAPN7	3.4	2.7	3.4	4.1	4.3	4.7
MYO18A	2.5	2.9	1.2	0.8	1.5	1.4
LRP5	0.3	0.2	0.3	0.3	0.3	0.2
CEP44	8	7.9	7.5	4.9	6.5	5.5
PAPD7	8.5	6.3	7.4	10.7	8.4	6.7
NNT-AS1	6.5	7.1	5.2	3.9	7.1	5.7
CDC42EP1	6.5	7.3	14.5	12.3	31.2	53
TAB2	9.2	8.3	11.1	7.5	8.4	8.2
ING1	8.8	11	15.7	10.7	10.5	11.3
CREB5	0.1	0	0.1	0	0.2	0.1
AATF	63.7	76.8	59.6	71.7	66.5	68.7
POMGNT1	11.5	10.5	11.7	10.6	14.6	12.5
TRIP12	17.2	16.7	14	16.3	14.3	13.5
PTEN	7.3	8	6.4	9.9	5.2	5.3
CSDE1	122.1	132.2	112	129	131.8	114.4
HOXB7	13.7	10.5	6.5	4.4	3	3.6
HRSP12	57.4	62.3	77	102	66.5	67.3
ASNS	30.2	33.1	44.5	35.4	29.1	30.7
LRRC23	2.5	2.7	1.6	1	3	2.9
THADA	5.3	4.9	5.1	5.3	5.9	6.6
ALS2CR12	0.3	0.4	0.3	0.1	0.2	0.2
IDNK	2.8	1	0.3	0.9	1.6	1.8
F2RL2	0.2	0.1	0	0.3	0.5	0.5
RPS27A	409.2	374.6	393.6	354.4	408.9	427.3
ADPRM	5.5	6	3.7	5.6	7	9.5
ATP5J	787.5	794.8	798.6	1061.5	692.3	822.7
HARS2	26.3	31.2	22.3	20.6	23.8	17.4
MEI4	0.2	0.1	0.6	0.5	0.3	0.1
STEAP1	6.6	11.1	2.3	5.7	4.5	5.1
TFAP2B	0.2	0	0.1	0	0.2	0.1
TPRG1-AS1	0	0.7	0	0.1	0.4	0.3
ZNF880	4.1	3.2	7.8	4.7	5	4.3
LINC01024	0.4	0.4	1.4	0.9	0.6	0.5
ZNF443	2.4	2.6	1.5	2.7	2.3	2.2
GCK	1.2	0.2	0.2	0.6	0.3	0.2
DCAF12	16.1	17.5	18.6	22.4	26.5	27.8
ANKRD46	4.6	4.4	1.7	3.8	3.4	3.2
RAB36	0.7	0.3	1.1	1.5	2.1	2.2
WDR19	0.5	0.7	1.3	2	1.3	1
LOC644656	2.9	4.2	1.3	2.7	4.3	4.5
WWC1	3.8	2.3	3.5	3.5	3	4.1
RIPK2	8.7	11.5	10	14.3	16.2	18.4
HIST1H2BD	3.9	4.4	3.6	3.5	11.2	8
STAM-AS1	1.8	1.5	0.6	1.9	1.5	1.8
KIF24	0.7	0.7	0.8	1	1.4	1.2
HP09053	0.6	0.2	0.4	0.4	0.5	0.4
SUPT5H	41.8	30.9	52.4	55.8	56.4	60.1
ABCC6	0	0	0	0.1	0	0
SLC5A10	2	1	2.3	2.5	3	3.5
NHP2	322.9	321.8	380	327.3	354.9	377.7
LY6G5B	5.4	6.7	6.9	11.7	8	6.9
ATP6AP2	84.5	94	98.5	84	68	57.3
TMED3	71.8	62.2	78.6	102.1	107.7	97.9
DPAGT1	39.5	40.6	42.7	56.8	47.8	40.9
MYL6	1227.6	1188.1	1000.3	1028.3	1166	1182.4
MS4A13	0.1	0.1	0	0.2	0.2	0.1
ABCC6P1	0	0	0	0	0	0
PFDN2	270.1	240.4	304.8	412.7	437.8	413.7
KLHL24	5.5	4.1	5.4	3.7	4.5	4
SARDH	0.2	0.5	0	0	0.1	0.1
AOC3	1.3	1.3	2.3	4.3	2	2.5
CLCN2	0.4	0.8	1.4	1.7	2.4	2.2
SWI5	50.6	43.5	44.5	49.5	68.5	70.2
LOC729609	0.2	0.1	0.1	0.3	0	0.5
NBPF3	2.6	1.8	1.2	1	1.2	1.1
TCEB3	45.5	56.1	38.7	52.1	46.9	46.2
LOC100129034	2.3	3.1	2.1	3.3	3	3.1
VRK2	46	41.6	25.2	34.3	20.7	22.4
YY2	0.1	0	0.3	0.5	0.1	0.2
LMF2	8.7	8	11.8	7.8	10.6	12.4
DTWD1	5.3	7.5	5.1	7.5	9.1	9.8
POLR3F	16.6	18	15.6	18.2	18.7	17.7
MBD4	32.4	41	38.4	43.4	47.1	50.2
LOC100996447	4.1	5	7.5	6.7	3.7	4
AMFR	13	12.2	14.6	11.9	10.3	7.9
SKI	1.3	1.1	1.8	1.3	1.8	1.5
EHMT1	9.4	7.6	10.6	8	11.9	11.4
MSL1	5.6	5.8	8.2	9.9	5.7	5.9
POLE	9.3	7.8	6.2	7.6	8.3	8.1
SNORD48	20.4	30.5	20.9	15.9	11.7	7.7
PPP2R5D	17.9	20.1	22.7	24.6	25.4	30.2
NUDT5	200.1	184.1	213.7	228.4	271.6	252.9
ACY1	7.1	7.4	9.6	12.4	13.5	9.9
LIAS	18.4	25.6	20.8	25.9	18.2	20.3
EGLN2.uid_23795	12.3	16.2	16.1	11.6	19.8	21.2
DAB2	40.6	44.1	49.1	72.2	50.7	55.5
KCNK1	15.6	17.6	11.7	14.4	9.4	10.7
ATF6	8.8	10.6	6.7	8.6	6.8	6.9
MIR6797	619.2	511.8	665.1	486.1	672.7	646.8
SERTAD1	27.4	30.4	26	30.8	51.1	46.9
MRFAP1L1	61.3	71.3	77.7	86.9	63	71.4
ZNF773	3.4	5.6	3.2	4.7	3.8	3.3
PEX16	39.7	42	30.5	31.5	29.9	26
SNORD100	7.9	8.5	5.8	9.2	10	14.9
UQCRBP1	12.9	16.5	13.1	14.3	10.1	14.4
CWF19L1	24.6	27.5	20.8	25.7	22.2	22.2
ZNF181	1.4	0.7	0.8	0.6	0.8	0.5
ATP5J2	910.1	869.2	1061.7	949.3	763.3	865.2
CENPBD1P1	8.5	7.5	5.4	5.1	4.8	6
LMNA	128.7	108	114.8	160.4	158.7	172.3
TPTE	2.8	4.7	6.1	4.3	3.6	3.2
SMIM2-AS1	2	1.7	0.5	0.3	0.8	0.9
LINC00857	0.8	0.4	0.2	0.7	0.4	0.5
CCDC186	3	3.7	3.5	4.9	7.4	8.2
EN1	0.4	0.4	0.3	0.2	0.2	0.1
RNF141	7.5	8.7	5.2	4.1	2.9	2.9
OTUD6B	10.4	10.5	10.9	12.7	10.1	9.7
WTAP	63.6	66.8	72.7	96	64.8	64
ZNF222	1.6	1.2	2.2	6.1	4.2	4.7
NPAT	4.8	6.1	5.2	7.4	7.4	6.4
FXYD4	96.3	123.4	74.3	47.9	16.9	17.3
ZFYVE20	6	7	5.4	6.9	5	5.9
CCT6A	229.5	258.4	243.6	363.1	304.9	312.4
STK19.uid_8457	3.9	3.4	4.1	4.8	4.6	5.5
SLC15A4	10.9	8.8	11.7	7.7	8.8	8.1
DPPA3	290.4	285.9	354	340.4	252.7	242.2
C21orf59	99.1	112.3	129.8	172.5	148.4	136.2
MIR647	2.4	0.7	1.3	1.4	1.2	0.4
CACTIN	6.4	6.4	6.6	4.3	4.2	3.3
CALM1	178.5	205.2	173.7	182.4	175.9	173.7
PHYKPL	7.3	5.1	7	5	5.8	6.5
IL18	0.3	0.3	0.1	0.2	0.1	0.1
CASK	2	1.7	3.1	2.2	3.2	2.8
FAM120B	1.2	1.1	0.9	1.3	1.8	0.9
ZDBF2	1.8	1.8	1.7	2.3	2.6	2.2
MIR6748	10.1	10.6	11.8	8	8.6	6.3
LOC101927755	0.4	1.4	0.7	3.7	2	1.5
IDH3B	190.2	203.9	207.7	174	190.7	183.1
RAB3GAP1	7.6	8.4	9.2	8.4	8.9	7.6
FAM160B1	4.9	4.1	3.8	4.3	5.8	5.7
SPATA24	3.7	6.3	3.5	3.1	3.9	3.3
UTP20	6.5	4.8	8.1	10.5	9.4	9.3
RARRES3	1.4	1.2	0	0.2	0.2	0.4
FMO5	2.3	4	4.5	3	3.8	4.5
SH3YL1	1.8	2.5	2.7	2.6	3.6	2.1
ASB16-AS1	2.7	3.5	1.9	3.9	5.8	7.1
MRPL53	157.1	157	129.3	97.3	119.5	104.2
ZNF207	115.5	135.9	121.5	149.5	117.9	138.3
TMEM17	0.2	0.3	0.6	0.3	0.2	0.4
COMMD2	24	26.2	24.1	31.7	23.7	24.6
NGDN	106.1	111.8	94.1	114.3	109.1	101
PC	2.5	3.5	2.9	3.5	3	2.6
LOC100289333	1.5	1.3	0.2	0.3	1.5	0.5
CXXC1	36.6	32.1	28.6	34.4	43.2	40.8
ENOSF1	11	11.9	6.9	8.1	6.7	5.9
COX19	7.6	5.5	7.3	9.1	7.2	8
SLC10A3	6.1	5.9	11.1	12.3	9.1	11.1
CLDN3	1.9	2.3	14	15.7	27.1	25.1
OSGEP	83.2	83	64.1	55.6	42.4	37.9
LRRC6	0.7	0.7	1.1	3.1	0.8	0.8
ATP6V0B	470.7	505.1	424.8	562.9	492.9	537
SOX12	0.5	0.6	1.5	1	0.6	0.6
DHX38	17.6	20.1	17.5	19.9	19.2	19.4
EQTN	0.3	0.1	0.1	0.1	0.2	0.1
TMCO6	2.7	3.3	3.5	3.1	6.5	4.7
FAM117A	2.5	1.9	4.6	2.8	2.5	2.2
PHOSPHO2	4.4	5.8	2.2	3.9	4.9	3.7
LOC400655	3.6	3.7	3.8	5.1	7.7	7.2
CHMP1A	54.7	63	94.7	69.4	86.2	91
SAP130	16.6	14.9	17.1	18.3	25.3	23.2
MORF4L2	103.2	127.9	158	220.3	175.1	166
TRIP11	6.6	6.1	4.6	4.3	4.1	5.6
RCL1	29.6	33.7	41.4	51.4	41.8	45.1
PDHX	40	44.1	37.9	48.8	42.3	39.7
NOL6	22.7	16	23.5	27	23.4	25.3
ANKS3	3.2	3.6	4.2	4.1	5.8	6.8
NKIRAS2	32.7	35.2	28.5	30.5	26.6	30.5
WDR78	0.2	0.3	0.4	0.2	0.7	0.7
FAM3B	0.4	0.3	0.5	0.3	0.6	0.3
PYDC1	2.1	1.8	2.9	1.5	0.9	0.6
FOLR3	5.7	5.6	2.9	3.2	1.1	1.1
ATG13	16.5	17.3	21.4	17.7	22.8	21.4
TSN	32.4	31.4	35.1	47.1	30.8	30.8
LNPEP	0.6	0.4	0.3	0.2	0.4	0.4
CPNE3	11.8	10.8	12	15.3	13	11.2
DTNB	22.2	18.5	11.2	9.1	9.3	8.9
LOC731157	0.6	1.4	0.7	0.1	0.9	0.7
SNORD31	15.9	19.9	23.6	18.7	32.1	18.5
SNORD102	15.3	20.8	25.1	27.4	19.5	13.5
SPA17	20.1	20.6	13.4	10.1	16.2	15.8
MCM3	126	147	122.7	108	93.1	99.9
UBE2G1	39.4	36.4	43.2	36.8	51.2	51.1
TFPT	50.5	51.2	43.1	31.6	32.7	37.1
ZNF133	4.4	4.8	5.8	7.2	5.6	5.5
NEK6	15.4	13.3	15.7	16.4	21	22.7
FNDC8	0.7	1.8	1	1.1	0.6	0.4
DCAF4L2	2.2	1.8	1.8	2.3	5.4	5.8
FXYD3	0.9	1.3	2.7	1.6	1.7	2.1
CSNK2B	450.5	484.5	364.8	315.5	397.1	397.9
MXD3	5.9	4.9	4.9	3.4	3.2	2.5
DMTF1	6.3	7.2	7.1	10.7	6.9	6.8
PRKAB1	22.6	25.4	23.2	27.7	32.4	27.4
RAB5A	41	37.2	39.5	31.5	34	31.3
DMXL1	5.7	6.4	4.5	3.1	3.3	3.3
LOC100506472	0.4	0.6	0.4	0.2	0.3	1
PTK2	10.9	12.6	11.8	13.2	14.3	16.6
ZNF302	2.8	2.5	3.9	2.3	2.9	2.4
SGK494	3.2	3.3	3.5	4.2	2.2	2.1
FGD5-AS1	17.5	18.3	15.1	18.2	14.6	13.7
SF3B2	113.1	99.1	111.4	100	96.6	96.1
VPS39	8.5	6.5	6.3	5.8	5.5	7.1
H3F3C	67.2	68.7	38.8	47.2	51.7	54.7
EHD1	11.6	10.1	13.5	15.1	26.5	32
TXLNA	21.1	25.4	25.4	33.9	29	26.9
ZNF140	5.8	4.4	7.9	5.2	4.4	4.8
LOC101928913	0.9	0.7	1	0.5	0.9	0.5
CYB5R3	38.8	42.8	46.4	35.2	48.1	49.4
MYCNOS	6.5	6.8	4.7	3.2	2.1	1.2
ZNF524	2.5	1.4	2	2.4	1.3	1.7
MUL1	40.7	35.5	30.7	34.4	24.3	22.1
CDNF	1.3	1.1	0.5	0.7	0.5	0.5
CBX3	146.8	137.1	123.6	116.3	109	110.3
N4BP1	2.7	2	3.1	2.3	2.7	2.7
FDXACB1	1.6	2.1	2.5	3.3	2.3	2.4
ZSCAN9	3.4	5.5	3.3	4.6	3	3.2
MED29	27.4	22.8	15.9	18.1	21.3	19.3
SLC19A1	0.7	1.2	2.2	4.1	6.7	8.5
MSS51	0.2	0.6	0.4	0.4	0.4	0.1
TTC37	5.8	5.9	8.7	11.9	7.2	6.4
MAP3K12	0.8	0.3	0.5	0.7	0.5	0.3
TTC4	17.9	29.1	17.5	14.7	16.9	21.5
LYSMD4	4.3	6.8	4.1	4.9	4.8	4
COPA	17.4	24.8	20.9	29.1	25.2	27.1
C6orf52	4.7	1.9	2.7	1.7	3.4	2.9
SNORA26	3.4	2.9	4	11.7	12.4	8.7
C1orf159	5.6	4.8	3.7	5.4	4.6	6.2
MBTPS2	2.7	3.8	2.1	3.2	2.1	1.9
PPM1G	174.9	166.4	156.3	137.4	166	174.7
LOC100505592	0	0.1	0	0.1	0.6	0.6
AARSD1	18.1	16.5	13.5	21.5	13.3	9.4
ZNF667	1.2	1.4	1.6	1.6	2.1	1.1
MCTS1	16.5	15.2	16.8	14.9	12.9	13.3
SMUG1	69.1	58.7	40.3	53.7	48.4	44.2
SSSCA1	161.8	145.8	137.4	155.6	170.5	152.5
CAP1	122.2	114.1	143.1	142	146.9	152.7
STAMBP	6.3	6.3	5.1	6.2	6.7	6.8
PDSS2	7.3	8.5	7.4	5.6	7.5	6.3
CEP120	1.6	1.6	2.5	1.7	1.5	1.4
PPL	0.1	0.5	0.5	0.6	0.8	0.6
CNP	11.3	8.2	10.3	7.8	10.9	11.8
SF3B1	71.6	77	71.7	97.6	87	81.1
BRF2	14.8	11.4	15	18.7	24.8	27.2
LINC01012	1.5	2.1	1.5	5.5	2.7	3.6
RINT1	14.3	15.7	11.6	16	11.5	10.1
COPS6	130.3	139.2	134.4	163.8	165.8	157.1
ZNF213-AS1	1	1.6	1.1	2.6	1.3	2.1
SNORD46	6.7	5.8	9.2	7.3	10.4	11.2
NONO	133.8	136.9	142.9	138.5	116.2	108.1
SND1	40	40.6	43.9	56.2	59.2	62
P4HA3	0.2	0.1	0.5	0.1	0.1	0.1
SHCBP1	28.6	27.9	21.7	26	21	23.6
CTDSPL2	8.2	7	6.7	9.1	9.4	9.3
GNL3L	6.3	5.6	7.6	10.1	8.2	8.2
RENBP	0.3	0.4	0.2	0.5	0.9	0.3
CCDC91	6	5.9	4.3	5.3	8.3	9.3
ARHGAP28	0.3	0.4	0.7	0.3	1	1.2
PPP1R1C	0.5	1.1	0.2	1.3	0.7	1.2
PLEKHA6	0.4	0.4	1.6	1.7	5.2	4.8
ZNF808	1.4	1.7	0.9	2	2.2	1.9
C1orf35	29.9	24.8	34.2	24.4	34.1	34.2
CCDC53	39	40.4	34.2	25	23.2	21.5
ABI2	3.9	3.1	5.6	4	4	3.8
HCG17	0.8	0.5	1.2	0.6	0.6	0.7
HAUS6	4	4.1	4.7	6.1	5.7	5.3
LOC729603	0.7	0.4	1.2	0.6	0.4	0.5
CREM	42.2	43.4	30.4	30.9	54.8	41.2
KIAA1715	2.1	2	1.8	2.3	2	1.8
LXN	0.4	0.2	0.7	1.9	2.7	2
MIR98	1.8	1.9	1.2	2.1	3.5	1.4
DAP	13.1	11.6	16.9	12.5	18.6	16.4
PRKAA1	6.6	6.5	4.5	6.3	5.3	6.3
USP38	3.7	5.8	4.1	5	7.7	5.9
DRG1	162.1	159.2	168.9	223.4	171.8	172.6
FLNC	0.9	1.4	1	0.5	1.6	1.2
TMEM136	1.8	1.9	0.9	0.7	0.4	0.7
RWDD2B	2.8	3.3	1.8	2.2	2.8	1.7
IL11RA	6	4.9	4.1	5.1	6	7.9
INPP5A	6	4.4	4.3	3.3	2.7	2
GNRH1	0.4	0.2	0.4	1.2	0.6	0.5
UQCC2	35.2	35	32.3	26.1	19.3	19.4
NSUN5P1	2.3	3.4	5.7	5.3	4.9	5.4
GPANK1	49.2	42.1	29.1	33.1	46.6	44.5
GNB1L	24	26.8	24	27.8	28.5	32.2
B9D2	13.4	15.3	13.7	11.5	18	9.8
HAUS1	60.7	66	74.7	77.1	72.2	53.8
RABIF	35.3	35.1	26.9	25.6	29.9	22.9
TOM1	18.3	18.7	16.3	18.6	29.2	34.4
GDPD1	17.7	16	7	4.5	5.9	4.2
DDX46	33.4	30.6	28.9	29.9	30.8	34.8
ZFP91	5	3.7	6.5	8.2	7	7.4
DLGAP5	40.9	48.1	30.1	42.7	37.1	35.2
RBMX2	18.9	16.5	17.1	22.2	16.9	15.9
MAU2	5.3	6.9	6.7	7.8	9.8	10.7
FAU	1898.7	1881.2	1877.3	1872.1	1847.9	1883.7
ASAP1-IT2	0.6	0.5	2.2	1.6	1	0.7
MFN2	43.8	36.4	21.5	27	23.5	23.1
S100A9	1.5	0.4	0.4	2.3	0.9	0.8
CCDC17	0.9	1.3	0.4	0.7	1.3	1.3
HIST1H3E	0.6	0.6	0.1	0.4	1.7	1.3
MRPL45	70.2	80.8	77.9	103.4	68.9	73.5
CXorf56	16.2	13.3	16.7	23	17.9	17.5
C11orf54	8.1	8.6	11.2	14.1	20	20.4
SNHG9	79	73.2	101.4	138.1	82	85.2
TPR	24.6	26.8	19.2	25.6	26.3	26.8
C9orf85	12.4	14.8	12.5	14.5	20.1	17.2
C16orf80	76.9	85.6	76.2	94.4	78.6	84.4
PIGN	3.5	3.4	3.5	5	4.5	4
CCNT2-AS1	0.9	0.2	0.2	0.7	2.5	1.6
LOC400684	0.2	0.2	0	0.2	0.6	0.7
BCL6	0.3	0.7	2.7	2.4	2.2	2
TRIM37	10.2	10.4	10.3	12.7	8.9	10.2
SNHG12	120.3	99.3	106.8	114.6	115.9	104.4
ZNF557	3.6	3.8	3.5	4.4	3.5	3.1
KCNH5	0.4	0.2	0.5	0.5	0.5	0.6
RPL14	250.9	256.4	288.6	252	334.1	330.2
ERMARD	6.2	8.2	5.1	3	4.1	4
USP42	2.5	2.6	3.2	3.8	4.8	4.9
C8orf59	168.4	193.4	208.3	277	237.5	247
AKTIP	5.3	4	7.9	11.6	6	4.5
CCDC132	3.4	3.5	3	4.2	3.6	3.9
ECE1	8.8	5.8	7.5	5.3	9.7	9.6
TACR1	0.2	0.1	0	0.1	0.7	0.2
PBRM1	7.8	6.5	8.5	10.3	9.2	8.7
KCTD7	3.2	4	2	1.7	1.7	1.8
GNA14	0.1	1	1.2	0.9	0.5	0.1
JRK	0.7	1.8	1.4	1.3	0.7	1.3
DBT	2.9	2.4	2.4	3.4	3.2	3.3
TPTE2	0.5	0.4	0.6	0.5	0.2	0.3
SERP1	77.7	84.5	90.6	88.5	140	149.2
RFWD3	22.2	22.7	19.4	23.6	21.3	22.8
KIAA1107	0.4	0.8	0.3	0.1	0.5	0.3
BABAM1	99.6	110.5	94.3	121	140.2	142.5
H3F3B	524	576.3	362.9	564.6	501.1	505.3
LOC100507459	0.8	1.5	0.9	0.5	0.1	0.3
GIGYF2	11.3	12.4	11.4	17.1	17.6	17.3
ZNF326	18.9	19.7	24.2	30.6	37.8	39.5
AGAP1	2.9	2.2	2.4	1.8	2.6	2.5
PSMD5	7	7.9	11	14.7	14.3	14.7
VCPKMT	8.7	8.6	10.3	11.8	13.1	14.5
RPS18P9	20.3	20.2	21.6	17.3	20.1	19.5
EIF2B3	44.8	58.6	43.2	55.4	41.9	40.4
RHBDD1	2.2	2.2	1.1	1.6	1.4	1.7
FTHL17	0.9	1.4	1.4	0.6	1.5	1.6
HIBCH	12.8	15.1	14.9	18.1	18	19.3
NOL12	35.2	30	23.3	30.4	23.2	24.5
PIK3C3	11.3	10.6	12.3	13.9	12.8	10.7
MAGEH1	1.4	0.2	0.7	0.4	0.3	0.2
NUF2	20.2	20.1	14.5	18.8	18.7	22.4
RIN3	0.4	1	2.1	1.6	4.1	4.5
AP1G1	12.5	12.1	11.8	15.5	13.2	14.7
RPL7L1	38.8	42.4	37.7	48.4	41.1	41.8
DUS4L	6.5	4.4	4.9	3.2	4.8	3.5
IRX2	1.5	0.6	5	6.5	9.5	10.1
YIPF2	27.8	23.1	35	27.1	28	31.8
UBE2Q1	8.8	8.4	11.4	9.1	12	11.4
IQGAP1	15.8	16.1	17.9	22.7	27.2	26.2
EXOC6	1.8	1.9	2.5	3.7	2.6	2.6
TMEM198B	0.4	0.8	1.1	1.2	2	1.1
MRPL4	214.2	196.4	222.5	198.8	227	242.5
CSNK2A1	44.5	40.7	39	44.3	32	41
KLHL21	5.9	6.5	13.4	17.3	13.9	16
MPHOSPH6	53.4	57.7	60	74.3	74.7	81.8
COPS7A	25.6	29.2	31.1	41.4	34.9	33.8
RAB40B	1.8	2.3	3.5	2.9	1.4	0.7
FASTKD1	46.3	47.8	27.9	36.4	21.3	19.6
SARS	151	163.6	147.1	199.1	219.3	223.3
ZNF850	5.1	4.7	4.2	5.4	4.1	4.4
ACVR1	6.5	8.3	6.5	5.8	5.3	5.9
LINC01023	1.8	2.7	2.1	1.1	2.7	2.8
SNORD35A	16.2	16.7	12.4	11.7	20.6	23.7
CCDC167	136.9	134.5	177.8	139.6	244.3	219
SRPRB	53.4	58.7	63.3	81.4	70.3	68.3
GTDC1	10.6	10.3	10	12.5	8.3	9
APH1A	25	22.5	43.2	29.5	29.8	30.9
B3GAT3	8.3	6.4	9.8	10.5	15.8	17.7
TYW1	7.4	8.1	6.3	7.6	6.7	5.6
OSGEPL1-AS1	0.1	0.6	0.1	0.6	0.2	0.3
KIAA0319L	6.9	6.9	6.3	4.6	5.4	5.2
NR3C2	0.2	0.3	0.3	0.1	0.2	0.2
MVD	62.5	71.2	67.7	65	50.9	45.1
PET112	32.4	33.4	27.1	31.3	25.7	27.9
ELP3	15.4	18.8	13.6	17.9	13.7	13.5
ZC3H4	7.5	8.7	9.4	12.8	8.6	7.5
RBM12	17	14.7	16.9	23.3	18.2	18.9
BRWD1	11.8	9.5	7.8	6.2	6.5	6.3
USE1	16	21.3	21.1	19.1	18.2	19
USP2-AS1	1.6	0.1	0.9	1.3	1.7	1.9
HNRNPF	387.6	422.8	332.7	386.9	359.2	332
AMHR2	5.1	6.9	4.6	2.4	5.6	5.5
BTF3P11	0.3	0.2	0.2	0.8	0.3	0.3
LDLR	29.8	37.7	28.4	29.9	26.2	24
LTB4R2	0.9	0.2	1	0.4	0.4	1.1
ATP6V1C2	14.2	10.6	20.8	25.6	29.9	27.7
RING1	3.2	3.5	3.9	2.8	3.4	4
TCEANC	0.6	0.8	1.1	0.5	0.8	0.9
THTPA	9	7.3	8	4	5.1	5.8
SYF2	62	63.8	43.8	56.3	51.3	53.6
SNORD11B	2.9	1.3	3	1.9	5.5	2.9
LARS	37.9	39.6	47.4	56.9	54.7	44.1
STK31	0.9	1.6	0.1	0.1	0.2	0.1
DSCR3	12.6	14.3	19.3	22.5	14.9	17.7
NME7	5.3	7.5	5.5	7.2	7.4	9.4
CAMTA1	62.2	70.1	54.1	46.9	59.6	69.6
URAD	0.7	0.9	3.1	1.8	0.8	0.5
ACBD5	4.6	5.5	3.5	5.5	5.4	5.7
COA6	156.6	166.6	169.9	205.2	227.7	228.6
HYAL2	26.3	19.1	24	15.2	22.2	18.8
CLK3	27.7	30.5	26.2	27.1	26.2	29.8
NUCB1-AS1	3.4	5.4	4.8	3.7	2.7	1.9
GATA3-AS1	1.3	0.6	1.3	1.3	6.5	7.3
