gene	TE_E5	TE_E6	TE_E7
NDUFB10	529.4	657.1	518.2
SREBF1	4.4	9.5	11.6
BEX5	0.1	0.1	0.1
AIFM1	78.1	67.3	50.1
PICK1	3	2.2	2.1
RTCA	18.4	25.1	32.2
LINC01311	3.1	3.7	3.6
ZNF253	2.7	5.1	5
ZNF845	2.8	3.3	3
XAB2	18.7	23.6	22.6
NOMO1	3	2.8	2.5
AGPAT4	0.3	0.4	0.8
LOC100506985	0.5	0.6	0.6
CLN3	47.7	54	76.9
SNORD5	7.6	5.8	5.3
TRABD	27.5	31	35.5
TRIM21	1.7	1.2	1.7
LRRC4	1.1	1.7	0.4
SRRM2-AS1	1.8	0.4	0.6
FPGS	12.4	15.2	20.1
CHCHD2	528.2	565.4	428.3
ZNF525	2.9	2.9	3.1
RBM48	13.3	11.8	13.6
LIN7B	3.2	2.3	2.8
SLC25A36	17.6	22.7	18.3
NDUFAF6	15.6	21.1	24.9
AURKB	186.9	177.3	190.4
CHMP6	33.5	10.5	9.3
SNORD15B	7.3	6.8	4.9
SFMBT1	2.9	3.4	3.7
NANS	100.4	106.3	110.1
HINFP	11.7	14	18.3
PPP1R2P9	1.4	1.1	4.3
ATF1	17.2	37.5	39.7
ATP6V1C1	13.2	20.6	20.6
CATSPERG	1.3	0.5	0.8
PHKG2	27.8	31.1	61.9
PTGDS	1.1	1.9	1.8
HBA2	7.4	1	0.5
DHX36	16.6	23.3	18.8
RAD50	6.8	7.7	5.5
RNF139	12.6	10.8	8.1
FBXO16	0.6	0.4	0.2
AIF1	0.4	0.1	0
RFXANK	28	37.2	46.6
FLJ33360	0.1	0.1	0.1
FBXO33	2.9	3.8	3.6
BCL10	25.2	24.5	24.2
PTPN3	3.5	2.7	3.6
TMEM203	15.8	13.1	12.2
CISD2	3	5.2	6.4
DHX37	11.9	14.5	15.6
SERP1	90.2	95.8	123.1
LINC00273	0.6	1	1
SLC30A6	8.7	8.3	7.2
HDAC11	0.4	0.5	0.3
SCAMP3	62.7	90.7	110.1
ZNF738	3.1	5	4.6
STYX	10.7	11.1	9.7
ZNF724P	6.9	13.8	8.5
RPS6KB1	7.9	11.1	11.8
CNTRL	0.4	0.6	0.6
GMPR2	19.9	37.3	42.3
CXorf40A	2.6	1.3	1.2
OSGIN1	0.2	0.6	1.5
IL4I1	0	0.2	0.2
CINP	90.8	66.3	61.6
HBM	1.3	0.8	0.9
REXO2	72.2	106	141.6
GPR183	0.8	0.3	0.4
TTC39C	0.5	0.3	0.3
HIAT1	21.5	32.4	29.6
TECPR1	2.5	1.8	2
ZBTB21	2.6	2	1.9
LOC100507577	0.5	0.8	0.5
TPP2	9.5	15.3	12.4
HELQ	7.1	4.7	4.5
RSG1	1.9	0.6	0.7
RBMY2FP	0.1	0.1	0.2
GNG4	0.6	0.1	0.1
RAB2B	5.8	7	6.6
MRPS22	79.4	95.9	97.2
TIMP2	0.6	0.5	1.4
FARP2	3.4	2.7	2.6
SNORA45B	11.5	16.3	15.4
MRPL32	174.6	167.2	196
LOC257396	0.5	0.3	0.2
BTD	7.4	12.3	15.5
MIR6515	36.3	40.5	44.3
SGK3.uid_10446	1.5	1.9	2.2
NUBP2	106.4	97.2	90
RRP7A	58.7	39.1	43.7
CBWD6	1.1	1.5	2
RNFT2	5.5	2.8	1.5
ITGB3BP	27.7	37.5	41.2
CENPF	18.5	23.2	28.6
SRP54	45.2	61.5	63.3
PBRM1	7.6	10.1	10.2
HIST1H1C	17.5	24.4	57.3
FNIP2	7.5	4.6	2.7
UBQLN1	73.2	54.4	67.6
RABIF	36.7	27.1	27.6
UFSP2	11.7	16	13.7
ADCY3	0.9	1.1	1.3
CCDC39	0.2	0.3	0.2
GCK	0.7	0.4	0.1
NUDT21	35.7	39.4	37.8
NANP	4.6	8.6	7
ZNF19	1.1	0.3	0.1
TMUB2	16.4	13.8	25
DENND5A	10	10.5	13.8
TTC13	0.5	1	1
NOP56	288.9	287.7	265.8
HIST1H3B	5.9	3.8	5.4
CDNF	1.2	0.7	0.6
PRPF38B	38.3	44.1	39.7
FBXL4	2.6	3.1	3.4
SF3B1	71.3	92.9	88.8
IL16	0.1	0.1	0.1
ZBTB43	6.3	7.8	7.2
PET100	92.6	79.6	97.2
THOC6	72.8	84.8	86.5
BACE1-AS	0.4	0.6	0.5
LEF1	0.4	0	0.1
PLCD4	1.1	0.8	0.6
SMIM22	3.2	9.6	6.9
CBX3	125	125.7	115.5
STAG3L5P	1.3	1.1	1.5
PIGN	3.7	4.2	4.6
RABGGTA	10.9	17.1	23.8
KIAA0040	3.7	2.8	1.6
PFAS	14.2	18.1	16
NIPSNAP3A	5.4	5.8	5.6
LOC100287225	0.2	0.1	0.2
CCNB2	96.1	91.5	96.2
GTF2B	40.8	50.7	58.5
RANBP17	2.3	2.1	1.8
EFCAB14	10.1	12.3	11.6
MRVI1	0.4	0.3	0.2
DCP2	9.1	10.1	9.2
RPL10L	9.3	14	3.8
SNORD33	6.6	6.3	6.2
FYTTD1	11	5.6	4.2
PPP1R1C	0.8	0.4	0.3
LOC101927667	0.3	0.7	0.4
SPRN	1.3	2.4	1.7
FLJ44635	6.9	8.3	7.8
LNPEP	0.6	0.3	0.5
SKI	1.7	2.2	1.9
SUPV3L1	36.5	50.3	50.6
ZNF425	0.6	0.3	0.3
TBC1D31	2.2	3.1	2.6
ARMC10	3.1	3.2	3.3
POLR2G	194.9	218.8	286.8
LOC728730	0.6	0.3	0.2
COG5	4.9	4.6	5.3
FAM86A	8.7	5.5	4.5
EXOC5	6.2	8.6	9.2
ZSCAN31	0.5	0.7	1.2
ADAMTS17	0.3	0.1	0.1
SPAG9	6.7	7.2	7.5
CEP76	7	8.6	11.5
UQCRC2	146.3	202.6	167.4
KIF22	102.1	104.2	122.7
GADD45G	8.8	6.6	13.5
FBXL13	0.2	0.1	0.1
MTHFD1	35	60.1	67.4
RAB30	1.5	1.7	1.1
CARD8	2.9	3.2	4
EIF3F	78.7	91.4	103.5
POLD3	20.3	17.6	18.4
C11orf84	2.5	3	2.5
SNORA67	70.9	53.9	62.1
NFE2L3	13.4	17.4	31.9
TFG	93.3	122.8	134.9
PRAF2	3.4	5.9	6.1
PIPSL	19.5	20.2	21.8
RABL3	6	7.2	8.2
USP27X-AS1	0.3	0.1	0.2
ZNF79	5.1	5	4.7
FKBP6	0.6	0.2	0
NEK9	4.8	7.9	6.8
LOC101926895	0.3	0.7	0.7
KRBOX4	4.1	2.6	1.7
DIP2A-IT1	0.4	0.5	0.6
FDX1	7.3	9.6	10.6
CSNK1A1	91.5	95.1	106.2
GPS2	104.9	82.3	86.7
CWC15	115.8	105.6	105.1
DUSP3	9.2	6.3	8.4
EPHA8	0.3	0.2	0.1
SLC17A5	50.1	15.3	7.7
ZNF222	2.2	2.4	4.7
PANX2	0.7	0.2	0.3
IPO9	7.5	9.6	9.2
NDUFA3	582	582	518.7
SCOC-AS1	0.6	0.2	0.1
CBFB	10.4	16	15.1
PPIH	128.8	114.8	114.2
MAGEF1	5.6	8	9.8
NOP2	84.2	91.4	96.4
LOC100379224	0.5	0.6	1.5
THAP3	12.2	13.2	14.5
THUMPD3	20.3	18.3	15.6
PMM1	16.6	21.1	26
LRCH1	4.5	5.2	4.4
FAM200A	3.3	2.2	2.4
DDX28	35.9	25.6	28.6
COA3	230.4	170.7	184.8
EQTN	0.2	0.3	0.2
ITPK1-AS1	0.6	0.1	0.1
C19orf40	10.2	7.9	7.7
VIPAS39	11.2	6.5	9.2
SPTY2D1-AS1	0.8	1.4	1
PNPLA8	11.2	14.1	14.3
PISD	39	33.1	36.1
POLR2B	34.8	48.7	45.8
C3orf80	1.5	0.4	0.5
SMAP2	3.8	3.8	4
LOC101927572	1.4	2.1	1.8
NAGPA	11.4	16.8	19.6
SRSF11	92.8	124.5	125.3
BUD13	13.6	15.7	12.9
SETD5	11.2	13	13.4
TIGD7	1.6	1.9	2.6
DNAJC21	7.3	6.9	5.2
RPL10A	487.7	501.1	486.8
YIPF6	11.2	15.4	14.5
TASP1	10.3	9.8	9
TRDMT1	0.7	0.9	0.5
SNRNP200	29.9	33.4	31.4
HNRNPF	365.2	420.3	351.8
CDKAL1	7.1	7.4	9.2
LINC00907	0.4	0	0
UBP1	7.5	10.9	9.1
ZNF454	0.1	0.2	0.2
RBMXL1	12.1	14.4	13.1
LBX2-AS1	1	0.8	1.9
NMRK1	1.8	2.4	2.6
OXTR	0.6	0.7	0.5
USP7	48.7	32.9	25.5
TLE3	49.9	37.3	50.1
ZNF532	3.8	5	4.6
ANKRD62P1-PARP4P3	0.3	0.3	0.3
MCTP1	0.4	0.4	0.3
TRUB2	96.3	87.8	98.6
DGKE	0.1	0	0
OPA3	9.9	9.8	9.7
SREBF2	15.5	19.3	15.2
ACTR8	11.2	11.6	11.8
SPATC1L	0.5	1.6	3.4
C3orf14	10	11.3	16.5
AMN	0.5	0.5	0.2
FLJ31306	8.7	11.4	10.2
LOC728084	0.1	0.3	0.6
CRHR1-IT1	1.4	1.1	0.7
ASPM	7.4	9.2	8.3
STIP1	297.2	270.1	244.6
CEP350	4.2	4.2	3.7
ANKRD7	0.2	0.1	0
DNAJC28	2.4	2.2	1.7
HIST1H1E	13.8	22	22.1
GET4	55.7	47.8	50.2
C3orf38	10.1	12.4	14.6
BCL7C	9.1	5.6	4.7
NDUFAF5	14.7	13.4	12.6
UGGT1	5.9	8.5	6.8
PLAC1	0.8	1.4	1
SPCS1	263.7	342.2	337.7
TARBP2	62.7	54.5	53.3
CHAC2	8.7	11.5	6.4
LSM11	1	0.7	0.5
GTPBP3	8.3	14	12.9
THAP10	0.8	1.1	0.5
XRN1	2.9	2.2	2
SLC25A51	3.6	4.5	3.7
TMEM131	5.9	6.8	6.5
SRD5A1	3.1	3.5	4.9
STRAP	184.5	230.7	253.6
PPP1R35	6.6	8.7	10.3
PPP2CA	64.6	90.5	109.4
CLUH	26.1	25.7	18.8
WDR74	172.8	186.8	189.3
ATIC	110.3	156.3	161.7
FAM32A	164.7	162.9	189.2
ACTR10	22.5	22.2	18.7
CYBRD1	0.2	0.7	1
ESF1	28	40.5	30.1
PTPRM	0.2	0.1	0.5
PAN3-AS1	0.5	0.4	0.5
ZNF33B	0.5	1.1	1.1
BIRC5	119.3	85.2	94.3
KCNMB3	0.7	1	0.9
COMMD7	38.6	37.1	34.8
KLK7	2.4	2.1	2.9
YY2	0.3	0.4	0.3
TAPT1	0.8	1	1
BOLA3	303.7	198.5	79.4
TSPYL6	1.9	1.9	2.5
INTS4	9.4	8.4	13.3
LOC100506469	2	3.1	3.1
DNASE1L1	0.9	0.7	0.7
TMEM50A	66.3	64.1	79.2
MPO	0.1	0.8	0.8
MAL2	1.1	1.6	1.6
SNORA31	11	10.4	6.8
CYB5R4	8.2	14.9	18.4
KMT2A	1.4	1.9	1.5
MAN1A2	8	8.8	12.2
RFWD3	21.3	19.4	18.1
SMIM8	5.1	4.8	3.7
CNTROB	3.1	3.4	3.2
SELO	4.4	5.2	6.1
AADACL3	1.7	0.9	0.1
PLK1	257.2	140.9	161.9
CIAO1	52.4	48.3	50.7
PAX8-AS1.uid_3716	6.6	5	4.6
FAM3B	0.5	0.3	0.2
SEC61B	296.4	320.1	409.9
DCPS	19.1	34	34.9
TOP3B	4.4	4.8	4.6
PILRA	0.7	0.3	0.5
PSMA2	235.3	332.9	375.4
LOC643201	0.3	0.5	0.4
ARMCX1	0.2	0.5	0.6
BPNT1	4.8	8.4	9.3
ZNF227	3.6	7	7.9
ANXA9	0.6	2.7	3.1
FBXL19-AS1	1.1	1.3	1.7
TNKS2	3.9	6	6.7
CKM	0.3	0.3	0.3
MED17	6.1	12.5	14.3
PSMD3	51.2	50.9	63
SMG6	5.5	5.1	4.8
MINOS1	27.1	41.5	40.2
SHMT2	71.1	114.8	122
LY6G5B	8.3	9.4	8.5
FAM122A	3.8	3.7	4.9
GTF2E2	23.6	18.5	17.2
MIR6796	6.1	8.8	18.1
PRPF40B	1.5	1.2	1.2
LOC101928710	0.1	0.2	0.2
WDR77	105	126.6	132.8
ARL9	0.2	0.3	0.3
CDC37L1-AS1	0.7	0.4	1.1
SDAD1	25.3	29	26.7
KDM8	1.8	1.7	1.5
SNORA13	2.3	5.9	4.1
IL18	0.3	0.2	0.3
SNORD45C	10.9	10.9	9.3
UBA1	77.7	66	64.1
LINC01413	0.4	0.3	0.4
CCNB1	362	306.8	395.6
LOC148709	1.8	1.9	2.1
C4orf48	64.5	51.3	63.9
LOC101927571	1.2	0.9	0.4
GATAD2A	17.9	23.6	22.7
UCP3	0.1	0.3	0.2
ARNTL	1.6	1.6	1.8
TMEM187	0.5	0.7	0.5
ZSCAN25	3.7	4.6	3.8
YWHAZ	121.9	159.9	158.9
LSM12	4.8	6	5.6
SMYD3	11.3	9.7	10.4
NFATC3	9.3	13.1	12.6
NUDT18	0.7	0.3	0.3
DUS2	39.3	49.5	49.2
ZNF786	1.4	1.9	2.1
ZNF782	0.9	0.9	0.5
TAF9	123.2	215.4	218.9
EIF4EBP3	33.2	24.4	21.6
TFDP2	10.7	6.4	8.9
SUGT1	41.2	53.1	54.1
ZNF746	3.1	2.3	2.8
CLEC4A	0.1	0.2	0.1
ITPA	139.2	138.2	140.1
ADM2	0.2	0.6	0.9
SHCBP1	26.1	21	17.9
KLB	0.5	0.6	0.5
OCLM	0.7	1.3	1
PRKAR1A	23.6	23.5	25
FAM20B	6.2	7.5	4.7
RPIA	9.2	16.9	17
CCT3	492.5	533.9	497.9
LOC100506675	5	3.1	3.2
GLRX5	73.3	98.4	97.2
TECTA	0.3	0	0
DDA1	11.6	12.6	20.8
ZNF419	6	5.9	5.7
LOC284837	0.2	0.2	0.4
DNM3	0.4	0.1	0.1
RAD9A	6.1	5.2	5.7
SCAF11	21.5	17.1	16.8
FAM175B	13.6	11.3	10.7
RNU11	1.1	0.8	3.6
RFPL3S	1.5	2.3	2.3
YWHAEP1	0.2	0.3	0.2
RECQL	10.1	11.7	14.3
GHRL	0.6	0.5	0.5
TONSL	9.7	9	6.5
HOXA10	0.2	0.1	0
CPSF2	11.1	13.1	14.8
RAP2A	3.2	4.6	4.7
GAMT	5.5	3.7	2.3
SCUBE3	0.2	0.8	1
C11orf73	44.1	55	53
HOXC5	0.2	0.1	0.1
SRRM3	0.4	0.4	0.4
GGNBP2	40.2	38.4	39.9
ZNF557	5.1	4.1	3.2
TPP1	7	12.6	7.3
MRPS14	55.5	59.5	51.6
DNAJA1	223.2	334.1	351.2
HECTD2	0.3	0.3	0.7
SAE1	74.6	94	106.2
TNFAIP8L2	0.2	0.3	0.3
CBL	7.8	9	9.1
WBP11	36.5	42.9	46.2
CEP97	1.9	2.6	3.4
MND1	30.5	27.8	21.7
MIR5088	14.8	21.6	23.9
ERI3-IT1	0.2	0.3	0.5
FUBP1	65.3	57.2	67.3
PTCD1	7.5	4.4	6.6
CCDC14	7.4	10.7	9
LOC100507540	0.7	0.2	0.5
ERMARD	7.5	6.8	4.7
ZBTB17	9.4	8.2	9.4
LOC100996348	0.4	0.6	0.5
LLPH	47.7	59.6	57.9
ATP5F1	186.7	203.7	188.2
COPG1	32.7	41.4	35.7
SUSD1	1.8	3.8	3.8
PPIL4	22	28.2	26.1
TMEM57	3.9	4	5
SNORA26	6.3	13.8	15.6
EME1	12.4	6.3	4.5
SPTLC1	36	45.5	48.6
MAGOHB	20.5	18.7	18.9
MNAT1	33.5	32.3	28.8
RBM25	65.6	71.5	60.6
IWS1	45	38.2	40.4
ZW10	12.9	15.3	14.4
HIST1H3J	7.1	5.1	13.4
TM7SF3	6	7.5	6.6
ACTR3	26.1	29.7	27
AGO3	2.1	3.3	5.3
MCM8	9	8.3	8.2
NIPAL3	2.1	1.5	2
HNRNPU	51.2	57.4	52.6
ERI3	35.4	38.2	39.7
DTWD1	5.7	7.2	8.8
FLJ40194	0.3	0.1	0
MAPKBP1	0.8	1.6	2
INTS3	7.9	7.5	8.4
GGT6	0.4	0	0
DPRXP4	1.1	1.1	1.1
IGSF10	0.4	0.2	0.2
RPS20	735.2	849.8	893.1
CENPC	4.3	5.5	5.5
C21orf119	2.7	2.4	3.8
SPOP	10.7	12.9	15.6
CC2D2A	0.8	1	0.7
MPP3	0.2	0.1	0.1
NEK1	6.1	5.2	4
APMAP	46.9	42.9	55.6
PAX9	0.1	0.7	0.4
DNAH14	4.9	7.2	9.5
GRK6	8.3	8.6	8.8
PMS2	2.4	1.9	1.8
HAUS3	3.4	4.5	3.8
ZNF256	6.7	5.9	5.5
TSTA3	68.6	97.7	76.4
HLX	0	0.2	0.2
MIR4721	67.6	61.9	69
LOC441601	21.3	19.2	21.2
TRIAP1	181.7	186.3	231.7
PPAT	21.3	27	23.7
E2F5	1	1.8	1.8
PPP2R5C	36.1	41.4	43.5
MIR3661	189.4	292.6	411.6
EPHB3	0.6	0.4	1.2
PEX10	4.2	4.4	4.9
ANP32E	44.6	87.1	105.3
PRTFDC1	2.6	3.4	2.5
KDM1B	1.5	0.9	1.3
PDE6D	40.7	26.1	33.7
LOC389906	2.7	2.5	2.1
ZNF830	16.2	21.2	23
NARS2	22.9	24.7	29
SKA1	13.7	19.7	23
PRODH	25.3	40.1	17
AVIL	0.6	0.4	0.2
MRPS28	132.2	141.1	154.6
ZNF330	39.9	29.7	25.8
PAM16	22.9	19.7	16.4
PDCD10	81.6	98.7	92.1
RPLP1	2907.1	3830.9	4840.3
CRNKL1	14.4	12.1	14.9
PDE9A	0.2	0.1	0
NCOA5	11	11.1	10.3
CDKL3	0.4	0.6	0.6
DPH5	26.9	26.2	22.7
UCKL1	29.7	31.7	28.4
ZNF207	137.6	140.2	126.2
MET	0.9	1.4	2.2
PARP11	1.1	1	0.8
MSMB	5.4	4.1	3.8
ASIP	0.3	0.4	0.1
ZC3H12A	3.4	5.4	6.9
DDOST	222.7	264.9	270.7
HOXA4	0.2	0.1	0.1
TSPAN5	0.9	1.2	1.5
MIR3620	39.4	38.9	38.9
VPS13A	1.6	2.6	2.2
GOSR2	37.7	29.8	26.6
MTERFD2	27.6	28.7	23
CARM1	13.5	13.2	14.6
PCF11	8.2	11.1	10.7
PDCD6	273.2	236.4	205.2
DOCK8	0.3	0.5	0.7
LCAT	5.2	2.7	4.6
PSMB2	86.8	109.9	137.5
FGF21	0.3	1.1	0.5
DSTN	95.9	139.6	144.6
SMNDC1	24.3	37.6	41
ZNF136	5.4	6.3	5.1
LINC01405	3.3	3.3	1.6
ERLIN2	5	5.2	3.3
WARS2	4.9	7.9	8.1
EEF1D	409.3	472.8	403.9
BAZ1B	20.2	24.5	18.5
LOC100288846	0.4	0.3	0.3
KEAP1	28.8	38.3	45.8
RPS29	1138.5	1613.1	1572.6
STAMBP	7.6	6.5	7.3
CDKN2AIPNL	29.8	20.8	13
DDX5	194.4	196.5	202.2
RNF181	278.1	196.8	265.4
HIGD1B	0.2	0.7	0.8
ATP6AP1L	1	0.8	0.3
AFAP1	3.3	3.2	3.4
RNF113B	0.3	0.6	0.3
SLC44A4	0.3	0.1	0.2
NBPF9.uid_78	0.3	1.1	2.1
TOLLIP-AS1	0.9	0.5	1
TATDN2	4.9	4.8	4.6
CCDC104	8.6	8.8	12
GLTSCR1	1	0.8	1.2
AAAS	62.2	44.1	22.9
IRAK4	1.6	1.8	1.7
MTR	3.2	3.2	1.6
EIF2S3	141	155.7	100
PTTG3P	34.7	24.9	38.3
FAM104B	21.7	18.1	17.2
ZNF674-AS1	2.8	2	1.5
C1orf194	0.1	0	0
ADRM1	414.5	260.3	302.8
OSGIN2	2	4.2	3.6
MAPK1IP1L	35	42.2	37.9
ZNF282	2.5	2.4	2.4
RBM12	17	21.3	17.1
CDV3	88.3	88.1	65.7
GALNT6	23.3	17.8	9.4
DNAJC19	45.6	39.5	31.9
LRRTM2	0.3	0.8	0.4
COX16	362.3	251.5	255.3
YIPF2	30.7	26.8	30.7
OBSL1	0.5	0.7	0.7
MIR3682	1.9	6	3.9
COPB2	51	62.1	64.9
CTSZ	3.5	2.4	1.3
CDCA7	20.2	30.9	24.5
TYRO3P	0.3	0.6	0.6
TRIO	1.1	1.1	2.2
PPARD	9.1	9.1	13.6
CEP78	8.7	11.1	10.4
ZNF780A	1.4	2.4	2.2
TAX1BP1	81.3	68.8	75.4
SCARNA2	5.2	2.8	2.5
LINC01194	1.6	2.2	2.8
ZNF112	0.5	0.8	0.7
RNF26	43.3	32	36.2
WDFY3	1.6	1.6	1.7
TEX2	4.1	4.5	4.8
ARFGAP2	39.8	32	32.2
ZNF160	3.5	2.9	3.2
DPP8	7	8.7	8.3
CEP83	2.6	4.6	4.5
CRBN	15.6	17.5	15.4
ZZEF1	2.7	2.4	2.1
RPL18A	151	122.4	153.5
ZFPL1	38.6	27.8	32.4
SSBP1	515.7	636.8	653.5
MED10	92.8	81	119.5
RPS13	1272.6	1660.2	1758.9
ADSS	14.3	24	28.7
ZNF549	3.1	3.3	2.7
ACTA2	0.1	1	0.1
CKAP5	28.3	31.2	33.7
PACRGL	4.2	4.3	5.1
CARD18	0.2	0.7	0.5
ZBED6CL	2.3	2.7	3.3
BBS4	7	5.7	4.4
TMEM150A	11.9	20	22.7
ERGIC2	38.2	48.4	56.9
ZBTB9	4.8	7.4	8.3
LRRC6	1	1.4	1.2
TMEM38B	17.3	17.8	18
SPAG16	2.4	3.1	3.1
UCHL1	3.3	14.9	53.5
WDPCP	1.5	0.9	1.5
BTBD1	4.1	8	4.9
PYGO2	11	11.3	11.2
MLXIPL	0.4	0.6	0.1
PPP2R5D	18	22.4	22.6
GPM6A	1.4	0.2	0.1
PSMG2	90.6	106.1	117.9
ZSCAN1	0.1	0	0.1
KIAA1033	8.2	10.4	8.7
BCL7A	7.2	3.8	3.8
MPZ	0.2	0.4	0.3
LOC100505592	0.1	0.2	0.2
PARS2	8.4	4.8	5.1
C1orf210	3.3	4	4
EIF4E1B	1.2	0.1	0.2
SNORA32	11	11	10.4
LMO7-AS1	5.8	7.9	7.1
RNASEK-C17orf49	0.7	0.7	0.8
HNRNPC	170.2	187.4	191.2
SMARCA5	19.5	24.9	22.5
ATP6V0E1	363	350.4	395.6
GYG2P1	0.2	0.3	0.2
HSD17B12	27.9	43.6	41.6
GPR161	0.6	0.3	0.5
ZNF213	0.3	0.4	0.2
NAA10	172.7	198.4	192.8
ZER1	4.8	2.4	2.7
LOC101927418	0.6	0.4	0.6
UBA5	11	10.5	11.4
RPS9	899.1	876.3	862.5
FAM104A	39.7	35	50.5
RPL30	1602.2	2155.9	2095.5
DSCR4	5.1	6.5	6.1
NABP1	18.5	34.5	69.1
RAD21	35.9	41.4	40.9
DIAPH1	21.4	14.2	13.8
SMARCD2	31.7	30.2	24.8
GAPVD1	15.6	18.8	17.2
ZSCAN20	0.4	0.3	0.4
ZNF506	3.6	4.6	4.6
NLGN4X	1	1.5	1.3
LIMS1	6.3	8.1	9.4
FAM50B	0.6	0.4	0.9
IDH1-AS1	1.1	1.2	0.6
FBXO42	7.7	6.7	7.1
LOC101927230	1.9	0.6	0.1
VOPP1	2.6	2.9	2
SNORA33	12.4	19.1	18.5
AGBL5	1.8	2.1	3.8
MCTS2P	11.1	13.9	12.4
MMAA	0.8	0.4	0.4
SPRYD4	6.6	7.5	10.2
RSRC2	67.4	58.4	59.6
CENPB	5.4	5.2	4.6
IMMT	74.8	85.4	76.2
TSNAX	13.1	21.4	18
UBC	85.5	107.7	128.6
RAB34	0.6	13.5	42.8
FEM1C	2.3	3.1	2.4
SMC2	23	22.6	22.6
ARHGAP11A	7.6	10.3	9.7
PPP1R32	0.4	0.5	0.6
DPY19L4	1.6	2	1.3
YIF1A	124.7	115.3	110.3
TTLL11	0.3	0.5	0.5
ZNF12	1.9	2.9	2.1
PHF20L1	4.8	4.8	4
CHD1	11.9	15.2	13.3
THEM4	1.8	4.6	4.2
POLE	9.3	8.1	8.8
LOC494127	1.9	1.9	1.4
ZNF44	10.6	8.3	7.1
ZFAND2A	75.5	48.2	77
ZNF280C	0.7	1	0.6
GTF2F1	51.6	41.9	44.3
ZFYVE19	17.5	18.3	21.9
ZNF587B	6.6	6.6	5
PICALM	13.9	16.5	18.7
EEF1B2	238.2	236.2	232.9
ANKFN1	0	0.1	0.7
SCARNA4	0.6	0.5	1.5
DHX8	20.4	16.6	16.2
RPL26L1	74.3	44.3	38.3
RPL36A.uid_13033	0.8	1.2	1.1
ARL4C	2.2	2	5
TMOD3	19.3	17.9	17.4
AUNIP	28.8	22.7	23.3
RPS19BP1	293.7	276.6	324.5
ATG9A	20.2	19.8	21.8
ATP5L2	1.1	0.8	0.8
C21orf67	1.8	1	0.7
AIDA	1.2	1.1	1
CREBBP	11.4	8.2	6.8
ATP5EP2	378	427.2	357.7
HNRNPCL2	0.2	0.8	0.1
LRRC17	0.5	0	0
ARID4A	5.1	5.2	5.6
ATP5E	583.1	499	454.4
SLC38A10	4.1	4	3.9
SNORA57	48	51.4	56
SNORA41	4	3.6	4
ASL	11.8	11.7	9.9
C6orf163	1.4	0.9	0.7
MRPL21	368	301.9	297.6
NFKBIZ	0.7	1.7	1.6
SCNM1	80.5	76.4	91.2
RRN3	9.2	11.1	10.1
BCL2L2	0.7	1.6	2.3
CROCCP2	4.8	5.8	6.8
DYNLT1	117.5	120.9	116.3
TIMM8A	123.9	93.9	62.4
ZNF93	10.2	12.3	11.2
CHMP4A	54.8	57.1	56
HDAC2	36.7	42.5	49.7
PPP1R3A	0	0	0.1
NOP14-AS1	1.3	0.7	0.6
SIK1	2.9	2.7	2.6
RPL13	157.7	166.3	193.3
FBXW2	7.6	8.2	7.3
C18orf25	11	8.8	8.7
TYW3	13.2	13.4	12.1
GIT2	9.3	7.3	5.4
YARS	111.6	130.5	92.8
PRCC	40.2	50.1	62.7
ORMDL1	31.8	54.6	63.7
CHKA	1.6	4.5	7.8
PES1	45.4	46.1	48.1
FANCE	11.5	10	14.2
ZRANB2-AS2	0.6	0.4	0.3
FAM180B	0.1	0.1	0.1
LOC728613	1.3	0.7	0.7
DTYMK	179.2	163.5	159.3
PRPF18	18.6	19.1	19.2
PITRM1	19.4	22.8	20.5
HMCES	68.9	52.4	80.6
KIAA0226L	0.7	0.3	0.2
MBD3	69	55	50.2
ATP6V0B	612.5	456.3	491.9
TRAPPC2	5	8.8	9.6
CENPT	28.6	33.3	41.8
ELK4	2.5	2.3	1.9
NADK2	2.5	1.7	2.1
LDHB	1324.2	1676.4	1409.2
KIF4B	1.8	1.2	1.1
HMBS	56.1	56	38.3
ZSCAN9	4.1	3.5	2.6
EIF5AL1	4.9	6.1	6.8
ZNF676	4	4.6	4.1
KLHL9	4.2	3.7	3.6
DFFA	77.5	87.5	81.8
LOC100506272	2.9	0.2	0.1
NDUFB5	129.8	125.9	101.7
BSCL2.uid_15607	15.6	9.5	16.1
ZFP41	0.4	0.5	0.3
EIF2S2	62.3	70.7	70.9
RAD51D	7.1	5.2	5.5
C6orf120	2.8	2.7	3.7
ZNF337	2.4	2.5	2.2
DRD4	0.6	0.5	0.3
RDH10	6	10.5	8.6
RUNX2	0.4	0.3	0.3
FGFR1OP	24.7	21.6	22.7
LRFN1	0.9	0.8	1
LILRA6	0.4	0.1	0.2
TFAP2A-AS1	0.3	0.3	0.5
RBAK	2.4	3.6	2.7
NHP2L1	385.7	464.1	486.7
SNORA23	0.4	3.5	5.5
PWP2	32.7	33.5	36.1
APPL2	2.3	1.9	2.4
TP53TG3D	0.1	0.2	0.1
DHFRL1	0.4	0.4	0.3
MAN2A1	6.2	9	7.2
BLVRA	1.6	0.5	0.5
ME2	2.5	6.8	8
STAM	12.1	14.3	15.2
LOC101927728	0.8	0.2	0.2
FXR1	10.9	14.7	11.7
PSMA1	298.3	420.3	399.9
SLC35A3	2.5	3.9	4.1
ATG7	12.3	10	10
